(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('59086097', 'nordische marchen deutsch', 'und'), 1)
(('59118946', 'paul pauline und der gelbe tiger', 'ger'), 7)
(('59118946', 'molly die schiffskatze', 'ger'), 5)
(('59118946', 'kutyaelet', 'hun'), 4)
(('59118946', 'dackel auf reisen', 'ger'), 4)
(('59118946', 'hasen pfeifen nicht', 'ger'), 3)
(('59118946', 'one round world', 'eng'), 3)
(('59118946', 'weihnachtspost fur jakob', 'ger'), 3)
(('59118946', 'die hohe politik', 'ger'), 3)
(('59118946', 'der grune jockey', 'ger'), 3)
(('59118946', 'indian nyar', 'hun'), 3)
(('59118946', 'az ellopott hold', 'hun'), 2)
(('59118946', 'ukradeni mesec', 'slv'), 2)
(('59118946', 'host', 'slo'), 2)
(('59118946', 'schwierigkeiten mit dem mond', 'ger'), 2)
(('59118946', 'a vendeg', 'hun'), 2)
(('59118946', 'die schwarzen engel', 'ger'), 2)
(('59118946', 'der weisswurstkonig', 'ger'), 2)
(('59118946', 'a dogs life five stories', 'eng'), 2)
(('59118946', 'das wunderei', 'ger'), 2)
(('59118946', 'el rey de las salchichas blancas', 'spa'), 2)
(('59118946', 'wir menschenkinder', 'ger'), 2)
(('59118946', 'die sirenenforelle', 'ger'), 2)
(('59118946', 'namen', 'ger'), 2)
(('59118946', 'der lebendige weihnachtsbaum', 'ger'), 1)
(('59118946', 'to cesar se ni bilo', 'slv'), 1)
(('59118946', 'ck statny zenich', 'slo'), 1)
(('59118946', 'pasje zivljenje', 'slv'), 1)
(('59118946', 'nekaj cesar se ni bilo', 'slv'), 1)
(('59118946', 'oh ta prijatelj jeznoritez', 'slv'), 1)
(('59118946', 'den stulna manen', 'swe'), 1)
(('59118946', 'cienfuegos', 'rum'), 1)
(('59118946', 'sto ohnov', 'slo'), 1)
(('59118946', 'wallander', 'ger'), 1)
(('59118946', 'vajicko short stories illustrated by bozena bruderhansova', 'eng'), 1)
(('59118946', 'rappelkopf', 'ger'), 1)
(('59118946', 'die liebenden aus der kiste', 'ger'), 1)
(('59118946', 'c k statni zenich rokokova libohra o dvou pauzach a jednom tanci etc', 'eng'), 1)
(('59118946', 'die suche nach dem pflaumenduft', 'ger'), 1)
(('59118946', 'de kiosk luisterspel', 'dut'), 1)
(('59118946', 'de stopnaald luisterspel', 'dut'), 1)
(('59118946', 'die schone und das tier', 'ger'), 1)
(('59118946', 'cienfuegos  o suta de vapai', 'rum'), 1)
(('59118946', 'stories of men and machines', 'eng'), 1)
(('59118946', 'papirservietten', 'dan'), 1)
(('59118946', 'het kerstgebak luisterspel', 'dut'), 1)
(('59118946', 'schlittschuhkarpfen', 'ger'), 1)
(('59118946', 'stari portreti', 'slv'), 1)
(('59118946', 'les aventures des hommes et des machines', 'fre'), 1)
(('59118946', 'vad ska han heta', 'swe'), 1)
(('59118946', 'molly the ships cat', 'ger'), 1)
(('59118946', 'passion fur angelika', 'ger'), 1)
(('59118946', 'luttepitt oder unglaubliche abenteuer eines wirklichen zwerges', 'ger'), 1)
(('59118946', 'der schnee und drei weitere geschichten', 'ger'), 1)
(('59118946', 'milena', 'slv'), 1)
(('59118946', 'marchen fur die dammerung', 'ger'), 1)
(('59118946', 'ukradeni mesec', 'ger'), 1)
(('59118946', 'die marchen der vier winde', 'ger'), 1)
(('59118946', 'la truchasirena', 'spa'), 1)
(('59118946', 'vajicko druhe upravene vydani', 'eng'), 1)
(('59118946', 'babkove hry', 'slo'), 1)
(('59118946', 'primavara germana', 'rum'), 1)
(('59118946', 'de steek luisterspel', 'dut'), 1)
(('59118946', 'handleiding bij het verkopen van een blauwe parkiet miniluisterspel', 'dut'), 1)
(('59118946', 'handleiding bij het verkopen van een taalkursus miniluisterspel', 'dut'), 1)
(('59118946', 'wers nicht glaubt ist selber schuld', 'ger'), 1)
(('59118946', 'anamnese luisterspel', 'dut'), 1)
(('59118946', 'wers nicht glaubt ist selber schuld prastene pohadky dt verruckte goschichten', 'und'), 1)
(('59118946', 'az elatkozott hold ukradeny mesic szatira helena zmatlikova rajzaival ford csulak mihaly', 'hun'), 1)
(('59118946', 'estrella aus dem grunen haus', 'ger'), 1)
(('59118946', 'vsiudu vstrechalis mne liudi', 'rus'), 1)
(('59118946', 'vsjudu vstrecalis mne ljudi', 'rus'), 1)
(('59118946', 'du ar otrolig', 'swe'), 1)
(('59129952', 'cesty ktore viedli k mnichovu', 'und'), 2)
(('59129952', 'cesty ktore viedli k mnichovu', 'slo'), 2)
(('59129952', 'i deti sly na smrt', 'mul'), 1)
(('59129952', 'bohemus', 'ger'), 1)
(('59129952', 'spatne rozdane karty', 'und'), 1)
(('59129952', 'spatne rozdane karty', 'slo'), 1)
(('59129952', 'takovy fasismus', 'und'), 1)
(('59129952', 'czechoslovakia', 'eng'), 1)
(('59391778', 'avoir un chien', 'fre'), 2)
(('59391778', 'dorothy y los anteojos', 'spa'), 2)
(('59391778', 'zacarovana trieda', 'slo'), 1)
(('59391778', 'ugy szeretnek egy kutyat', 'hun'), 1)
(('59391778', 'es erazum ei shan masin', 'arm'), 1)
(('59391778', 'doroti i naocare', 'srp'), 1)
(('5944343', 'oom jacob komt logeren', 'dut'), 3)
(('5944343', 'zpev zeme', 'slo'), 1)
(('59498818', 'jarni symfonie', 'ger'), 1)
(('59498818', 'jenny', 'ger'), 1)
(('59498818', 'rikate abych veril', 'eng'), 1)
(('59498818', 'jenny', 'spa'), 1)
(('59498818', 'vojto a medved peter', 'slo'), 1)
(('59587787', 'tajuplnosti mamidla a kejkle', 'hrv'), 1)
(('59587787', 'kocourkovske povidacky', 'eng'), 1)
(('59587787', 'pamflety paskvily parodie hanopisy pisne potupne jakoz i jine jizlivosti usklebky a posmesky kterymi se v toku stoleti xii xviii vzeprel lidsky duch proti krivdam tmarstvi a pokorujici hlouposti a ktere ze starych pergamenu lejster a knih vyhledal radovan kratky preloziv pak je z ruznych jazyku  sveril sve obsirne dilo svym pratelum z nichz miroslav vasa je  prizdobil ilustracemi etc', 'eng'), 1)
(('59587787', 'orakel a la karte', 'ger'), 1)
(('59587787', 'baje zerty pohadky a dobrodruzne zkazky o putovani na mesic ilustrace dokumentarni with plates', 'eng'), 1)
(('59587787', 'orakel a la karte', 'fre'), 1)
(('59587787', 'snar nejnovejsi a obrazkovy etc sestavil radovan kratky doplnil uvodem zdenek seydl vyzdobu a typografickou upravu oldrich hlavsa', 'eng'), 1)
(('59878610', 'wieczorne piesni', 'pol'), 6)
(('59878610', 'wjecorne pesnje', 'wen'), 4)
(('59878610', 'nas dedecek our grandfather  a political allegory  translated by sir walter w strickland', 'eng'), 2)
(('59878610', 'three stories', 'eng'), 2)
(('59878610', 'haleks stories and evensongs', 'eng'), 2)
(('59878610', 'v usadbe i v khizhine', 'rus'), 1)
(('59878610', 'our grandfather', 'eng'), 1)
(('59878610', 'kde jsi ma rdeguze spanila', 'ger'), 1)
(('59878610', 'wjecorne pesnje', 'srp'), 1)
(('59878610', 'fuhrmann poldi', 'ger'), 1)
(('59888262', 'prazska strasidla texty miloslav svandrlik', 'eng'), 1)
(('59888262', 'krvavy bill a viola ilustroval neprakta', 'eng'), 1)
(('59888262', 'stolety major terazky', 'und'), 1)
(('59888262', 'prag voller gespenster', 'ger'), 1)
(('59888262', 'der orangefarbene apfel und andere wahrscheinliche und unwahrscheinliche geschichten', 'ger'), 1)
(('59905595', 'die mondexpedition', 'ger'), 8)
(('59905595', 'preis der beute', 'ger'), 5)
(('59905595', 'die erde ist nah', 'ger'), 4)
(('59905595', 'falle fur perseus', 'ger'), 3)
(('59905595', 'libanon', 'ger'), 3)
(('59905595', 'messung des unermesslichen', 'ger'), 3)
(('59905595', 'an island for two', 'eng'), 3)
(('59905595', 'flug in die welt von morgen', 'ger'), 3)
(('59905595', 'lebanon', 'eng'), 2)
(('59905595', 'perseus gar i faelden', 'und'), 1)
(('59905595', 'eine insel fur zwei', 'ger'), 1)
(('59905595', 'libanon sekunden und jahrhunderte', 'ger'), 1)
(('59905595', 'die aarde is naby', 'ger'), 1)
(('59905595', 'einmal in langst vergangenen zeiten', 'ger'), 1)
(('59905595', 'de expeditie naar de maan', 'dut'), 1)
(('59973278', 'a fairy tale about a wee fish named rybitinka', 'eng'), 2)
(('59973278', 'orbis pictus or the gate to the world of creative human imagination', 'eng'), 1)
(('59973278', 'petr nikl', 'ger'), 1)
(('59973278', 'petr nikl', 'eng'), 1)
(('60008017', 'ruah min heharim', 'heb'), 2)
(('60008017', 'the death factory', 'eng'), 1)
(('60008017', 'die todesfabrik aus dem tschechischer ubertr von z weilzimmering mit einem vorw zur deutschen aufl von h langbein und einem vorw zur 3 tschechoslowakischen aufl von v kana', 'ger'), 1)
(('60076086', 'prague', 'eng'), 6)
(('60076086', 'das altstadter rathaus in prag', 'ger'), 4)
(('60076086', 'der wilde strom', 'ger'), 1)
(('60076086', 'samosprava a tisk prazska obec a komunalni zpravodajstvi', 'eng'), 1)
(('60107054', 'baca a sarkan', 'slo'), 1)
(('60107054', 'o popoluske', 'slo'), 1)
(('60107054', 'o troch priadkach', 'slo'), 1)
(('60107054', 'alabastrova rucicka', 'slo'), 1)
(('60107054', 'hleda se stopa', 'und'), 1)
(('60107054', 'horkost a neha ilustroval frantisek maly', 'eng'), 1)
(('60107054', 'selmy hladaju domov', 'slo'), 1)
(('60107054', 'horkost a neha ilustroval frantisek maly', 'und'), 1)
(('60122982', 'krieg', 'ger'), 3)
(('60122982', 'erblich entlastet', 'ger'), 2)
(('60122982', 'ad profundissima', 'ger'), 1)
(('60122982', 'crimen carnis', 'ger'), 1)
(('60122982', 'auf launischem pegasus rund um die erde', 'ger'), 1)
(('60467673', 'the golem is sleeping in prague', 'eng'), 2)
(('60502894', 'neue sterne', 'ger'), 1)
(('60507588', 'podezelski zdravnik', 'slv'), 1)
(('60609080', 'an annotated survey of independent movements in eastern europe', 'eng'), 1)
(('6128432', 'prinz aberjaja', 'ger'), 1)
(('6128432', 'menandros und thais', 'ger'), 1)
(('61589020', 'la koboldo ondra', 'epo'), 6)
(('61589020', 'o maminku', 'eng'), 1)
(('61589020', 'dize', 'und'), 1)
(('61589020', 'ulicka odvahy', 'slo'), 1)
(('61589020', 'lunatika drame en 1 acte', 'epo'), 1)
(('61589020', 'mez dvumja burjami', 'rus'), 1)
(('61597334', 'contes vietnamiens', 'fre'), 2)
(('61679211', 'lyrische sekunden der seele', 'ger'), 2)
(('61679211', 'krvacejici bratrstvi rozjimani ranni i navecerni basne', 'eng'), 2)
(('61679211', 'z meho kraje', 'ger'), 1)
(('61679211', 'pankrac budecius kantor', 'ger'), 1)
(('61679211', 'teils tschech vybrane spisy antonina sovy 1', 'und'), 1)
(('61679211', 'gedichte', 'ger'), 1)
(('61679211', 'gedichte', 'und'), 1)
(('61679211', 'pozdrav bourlive noci uvodni studii napsal miroslav cervenka vybor sestavili m cervenka a josef zika with illustrations including portraits and facsimiles', 'eng'), 1)
(('61679211', 'zbasni', 'und'), 1)
(('61721095', 'antologia poetica', 'spa'), 2)
(('61723476', 'thanatos eros', 'fre'), 2)
(('61723476', 'v ocich gorgony', 'fre'), 1)
(('61723476', 'dum druhych', 'hun'), 1)
(('61723476', 'vers lorient', 'fre'), 1)
(('61723476', 'francie', 'fre'), 1)
(('61959289', 'ctveraci', 'pol'), 2)
(('61959289', 'ne e tigar ne e lav', 'mac'), 1)
(('61959289', 'werke tschech dilo vaclava kaplickeho', 'und'), 1)
(('61959289', 'taborska republika', 'und'), 1)
(('61959289', 'jeste nehrmi', 'eng'), 1)
(('61959289', 'nelezeno pravem', 'und'), 1)
(('61959289', 'zelezna koruna 1 dobre srdee cisarovo2 kovar z rasnice', 'eng'), 1)
(('61960212', 'the lost adventures of sherlock holmes', 'eng'), 1)
(('61960212', 'die flurnamen des sudlichen grassauertales', 'und'), 1)
(('61960212', 'west bohemia', 'eng'), 1)
(('61960212', 'prag', 'ger'), 1)
(('61960212', 'south bohemia', 'eng'), 1)
(('61960616', 'po valeo', 'rus'), 2)
(('61960616', 'panorama der tschechischen literatur', 'ger'), 1)
(('61960616', 'do slunce a do mraku', 'slo'), 1)
(('62321237', 'majakovskij v prage', 'rus'), 2)
(('62321237', 'vitezslav nezval', 'fre'), 2)
(('62321237', 'sssr i my', 'rus'), 1)
(('62321237', 'stikhi', 'rus'), 1)
(('62352152', 'der fall oppenheimer', 'ger'), 4)
(('62352152', 'sovest', 'rus'), 3)
(('62352152', 'one day in czechoslovakia', 'eng'), 3)
(('62352152', 'constiinta cazul profesorului oppenheimer', 'rum'), 1)
(('62352152', 'povest', 'rus'), 1)
(('62352152', 'o anthropos me to xyraphi', 'gre'), 1)
(('62352152', 'constiinta', 'rum'), 1)
(('62352152', 'een dag in tsjechoslowakije', 'dut'), 1)
(('62352152', 'der mann mit der englischen mutze', 'ger'), 1)
(('62360050', 'filmove komedie', 'slo'), 3)
(('62360050', 'zgodbe', 'slv'), 1)
(('62360050', 'kazaliste jare cimrmana', 'hrv'), 1)
(('62360050', 'apukam ez jol sikerult', 'hun'), 1)
(('62641030', 'der ritter von hohenstein', 'ger'), 1)
(('6264147967366884200002', 'le rapport du theoreme de feuerbach avec lhyperbole equilatere', 'fre'), 1)
(('6264147967366884200002', 'sur deux demonstrations du theoreme de feuerbach', 'fre'), 1)
(('62856517', 'zdalipak to vis', 'eng'), 1)
(('62971865', 'erzahlungen und skizzen', 'ger'), 2)
(('62971865', 'le serpent', 'fre'), 1)
(('62971865', 'dans la meule', 'fre'), 1)
(('62971865', 'la chevrette scene de solitude', 'fre'), 1)
(('62971865', 'zatoka smrti', 'und'), 1)
(('62979248', 'krasna a slavna', 'pol'), 1)
(('62979248', 'zvezdy nad chutorom', 'rus'), 1)
(('62979248', 'kleopatra a gitarban', 'hun'), 1)
(('62979248', 'kleopatra a gitarban kleopatra v kytare bunugyi regeny ford kopasz csilla ill josef palecek', 'hun'), 1)
(('63029679', 'bevor das eis auftaute', 'ger'), 1)
(('63591697', 'prince eugene', 'eng'), 4)
(('63591697', 'jorden bloder  jorden blommar', 'swe'), 1)
(('63591697', 'prins eugen', 'swe'), 1)
(('64003586', 'celtic tales', 'eng'), 1)
(('64007805', 'riekanky', 'slo'), 3)
(('64007805', 'popanz und immergrun und andere verruckte marchen', 'ger'), 3)
(('64007805', 'unser kater stanislaus', 'ger'), 2)
(('64007805', 'kniga o hudoznike', 'rus'), 2)
(('64007805', 'okiku nattara', 'jpn'), 2)
(('64007805', 'straky va vrbe', 'pol'), 2)
(('64007805', 'bota e kafsheve', 'alb'), 1)
(('64007805', 'lukemista lapsille', 'fin'), 1)
(('64007805', 'the fairy tale of the rich prince and the diligeut maiden', 'eng'), 1)
(('64007805', 'waschek paschek', 'ger'), 1)
(('64007805', 'le conte du prince charmant et de la jeune fille zelee', 'fre'), 1)
(('64007805', 'blast der waschek auf der tuba', 'ger'), 1)
(('64007805', 'o conto do principe rico e da menina diligente', 'por'), 1)
(('64007805', 'smej so', 'wen'), 1)
(('64007805', 'kicune to ookami', 'jpn'), 1)
(('64007805', 'het sprookje van de rijke prius en het vlijtige maisje', 'dut'), 1)
(('64007805', 'musu karlena skaitampanti', 'lav'), 1)
(('64007805', 'ilustrovana frazeologie', 'pol'), 1)
(('64007805', 'kukadla', 'chv'), 1)
(('64007805', 'rikadla', 'eng'), 1)
(('64007805', 'unser kater stanislaus', 'und'), 1)
(('64007805', 'fur die kinder', 'ger'), 1)
(('64007805', 'kronika meho zivota with plates including portraits and reproductions', 'eng'), 1)
(('64007805', 'waschek paschek', 'und'), 1)
(('64007805', 'was eine krahe der anderen erzahlte', 'ger'), 1)
(('64007805', 'pudel muck das treue tier erzahlt geschichten dir und mir', 'ger'), 1)
(('64007805', 'vodnici a strasidla a ine rozpravky', 'slo'), 1)
(('64007805', 'az vielleicht auch moja abece', 'ger'), 1)
(('64007805', 'die abenteuer des braven soldaten', 'ger'), 1)
(('64007805', 'the story of a fox', 'jpn'), 1)
(('64007805', 'coucou', 'fre'), 1)
(('64007805', 'clever little fox', 'eng'), 1)
(('64007805', 'tian xia di yi mao zhi yi jin huan xiang', 'chi'), 1)
(('64021459', 'die fallen der welt', 'ger'), 2)
(('64021459', 'tschechoslowakischer strukturalismus', 'ger'), 1)
(('64021459', 'millankunderauimunhak', 'kor'), 1)
(('64074114', 'der mann mit dem hund', 'ger'), 1)
(('64263031', 'the golem is sleeping in prague', 'eng'), 1)
(('64418022', 'partie hnedych pesaku', 'ger'), 1)
(('64492033', 'es kochte eine muttermaus', 'ger'), 2)
(('64492033', 'mother mouse', 'eng'), 1)
(('64564205', 'vom tier jaromir', 'ger'), 3)
(('64564205', 'tri malki prozi', 'bul'), 1)
(('64564205', 'rozprava v krabici', 'und'), 1)
(('64567862', 'isergebirge', 'ger'), 1)
(('64922630', 'hip und hop und trauermarsch', 'ger'), 2)
(('64922630', 'fifi poppt den elch', 'ger'), 1)
(('64922630', 'doktorspiele', 'ger'), 1)
(('64922630', 'jager des verlorenen glucks', 'ger'), 1)
(('64922630', 'das traurige ende des marchenkonigs und andere sexgeschichten', 'ger'), 1)
(('64922630', 'endlich daheim', 'ger'), 1)
(('64922630', 'das geschlechtsleben der emigranten', 'ger'), 1)
(('65319355', 'zakazane ovoce', 'und'), 1)
(('65400419', 'contes pour rever', 'fre'), 2)
(('65400419', 'kes ehmatab ploome', 'est'), 1)
(('65400419', 'deset tisic pistal', 'ger'), 1)
(('65400419', 'sklizen srdce', 'eng'), 1)
(('65400419', 'nahradni krajina', 'eng'), 1)
(('65400419', 'krtekov tjedan', 'hrv'), 1)
(('66469255', 'verbotene burger', 'ger'), 4)
(('66469255', 'minnesbok', 'swe'), 1)
(('66469255', 'dialog o vire', 'ger'), 1)
(('66469255', 'sen o zlu', 'und'), 1)
(('66496121', 'sluzebnici neuzitecni', 'und'), 6)
(('66496121', 'unerkannt durch deutschland', 'ger'), 2)
(('66496121', 'balada muntilor', 'rum'), 2)
(('66496121', 'masopust', 'eng'), 2)
(('66496121', 'pesem o rozi', 'slv'), 1)
(('66496121', 'na horach', 'eng'), 1)
(('66496121', 'essaye', 'eng'), 1)
(('66496121', 'obrazy', 'eng'), 1)
(('66496121', 'plizeni a pouti', 'eng'), 1)
(('66496121', 'okamziky z valecnych let', 'eng'), 1)
(('66496121', 'rimska cesta', 'und'), 1)
(('66496121', 'tri dukaty', 'eng'), 1)
(('66496121', 'kuryr', 'eng'), 1)
(('66496121', 'svetlo ve tmach', 'slo'), 1)
(('66496121', 'pani anezka berkova', 'eng'), 1)
(('66496121', 'kvas na boleslavi hra o trech dejstvich druhe prepracovane vydani', 'eng'), 1)
(('66496121', 'lotr na pravici oratorium o dvou dilech etc', 'eng'), 1)
(('66496121', 'vzpominky z mladi druhe vydani with portraits', 'eng'), 1)
(('66496121', 'rekviem mensi valdstejnska trilogie 2 vyd', 'eng'), 1)
(('66496121', 'basne treti vydani', 'eng'), 1)
(('66496121', 'kaos', 'dan'), 1)
(('66496121', 'krasuljak', 'hrv'), 1)
(('66496121', 'cikancina smrt pisen z jarmaku', 'eng'), 1)
(('66496121', 'panenky druhe vydani s kresbami josefa simy', 'eng'), 1)
(('66513382', 'in the eye of the storm', 'eng'), 4)
(('66513382', 'danksagung', 'ger'), 4)
(('66513382', 'gedichte', 'ger'), 3)
(('66513382', 'der tag des lebens', 'ger'), 3)
(('66513382', '', 'und'), 3)
(('66513382', 'pesni o solntse i zemle', 'rus'), 3)
(('66513382', 'poemes choisis', 'fre'), 2)
(('66513382', 'porucenstwo odkaz', 'mis'), 2)
(('66513382', '', 'eng'), 2)
(('66513382', 'ich reif in meiner zeit', 'ger'), 2)
(('66513382', 'ondra lysohorsky poete tchecoslovaque', 'fre'), 2)
(('66513382', 'mais la vie est la plus forte', 'fre'), 1)
(('66513382', 'brazdou k vesmiru', 'slo'), 1)
(('66513382', 'brazdou v vsemiru', 'slo'), 1)
(('66513382', 'wybrane werse', 'ven'), 1)
(('66513382', 'wybrane werse', 'pol'), 1)
(('66513382', 'spiwajuco piasc', 'pol'), 1)
(('66513382', 'spiwajuco piasc  druhe vydani verses edited by fx salda', 'eng'), 1)
(('66513382', 'hlos hrudy', 'mis'), 1)
(('66513382', 'ondra lysohorsky', 'mul'), 1)
(('66513382', 'ondra lysohorsky d i erwin goy', 'fre'), 1)
(('66513382', 'lachische poesie', 'und'), 1)
(('66513382', 'zemlia moia', 'rus'), 1)
(('66513382', 'ondra lysohorsky poete tehecoslovaque', 'fre'), 1)
(('66513382', 'ma he zoe einai he pio dynate', 'gre'), 1)
(('66513382', 'ondra lysohorsky  poete tchecoslovaque', 'fre'), 1)
(('66513382', 'ondra lysohorsky', 'fre'), 1)
(('66513382', 'ondra lysohorsky poete tchecoclovaque', 'fre'), 1)
(('66513382', 'pesn o materi', 'rus'), 1)
(('66513382', 'the white raven and other poems', 'eng'), 1)
(('66801849', 'das sagenumwobene prag', 'ger'), 1)
(('66801849', 'praga nelle leggende', 'ita'), 1)
(('66801849', 'praga en leyendas', 'spa'), 1)
(('66876576', 'humor als waffe', 'ger'), 3)
(('66876576', 'le maitre du temps', 'fre'), 3)
(('66876576', 'zehn millionen schwejks', 'ger'), 2)
(('66876576', 'das verschwundene jesuskind', 'ger'), 2)
(('66876576', 'friss die halfte', 'ger'), 2)
(('66876576', 'rodic v siti', 'ita'), 1)
(('66876576', 'mas na hlave zahradku', 'rus'), 1)
(('66876576', 'kriminalisticky pripad s opici antidetektivka', 'eng'), 1)
(('66876576', 'svet jako sklenena duhova kulicka', 'rus'), 1)
(('66876576', 'svet jako sklenena duhova kulicka', 'und'), 1)
(('66876576', 'jezdec a smrt', 'rus'), 1)
(('66876576', 'jezdec a smrt literarni prepis televizniho serialu with illustrations', 'eng'), 1)
(('66876576', 'lenin v curychu', 'und'), 1)
(('66876576', 'martina', 'slo'), 1)
(('66876576', 'presidentuv vezen na hrade plnem blaznu', 'rus'), 1)
(('66876576', 'presidenstuv vezen na hrade plnem blaznu', 'und'), 1)
(('66876576', 'kriminalisticky pripad s autoporodem', 'rus'), 1)
(('66876576', 'daddy am im netz', 'und'), 1)
(('66876576', 'a la recherche du temps', 'fre'), 1)
(('66876576', 'hvar man tidin bugva', 'fao'), 1)
(('66876576', 'no castelo cheio de malucos', 'por'), 1)
(('66876576', 'daddy am im netz', 'ger'), 1)
(('66876576', 'kde byva cas', 'slo'), 1)
(('66876576', 'finding time', 'und'), 1)
(('66876576', 'on viu el temps', 'cat'), 1)
(('66876576', 'hvor bor tiden', 'dan'), 1)
(('66876576', 'shi jian zhu zai na li', 'chi'), 1)
(('66876576', 'lan se de hai ou', 'chi'), 1)
(('66876576', 'friss di halfte', 'ger'), 1)
(('67016181', 'das madchen und der king', 'ger'), 1)
(('67016181', 'setkani s polyxenou', 'gre'), 1)
(('67089033', 'neklidna hranice', 'hun'), 1)
(('67089033', 'o skrytem mudci', 'eng'), 1)
(('67089033', 'sedm mongolskych koni mongolska bylina autor doslovu pavel eisner with illustrations by josef broz', 'eng'), 1)
(('67260492', 'nachala russkago iazyka', 'rus'), 5)
(('67260492', 'mluwnice polskeho gazyka podle dobrowskeho', 'pol'), 3)
(('67260492', 'pisma viacheslava ganki k om bodianskomu', 'rus'), 3)
(('67260492', 'venceslav hankas lieder', 'ger'), 2)
(('67260492', 'pisma vv ganki k as norovu i baronu ma korfu 18411857', 'rus'), 2)
(('67260492', 'kraledvorskaia rukopis v dvukh transkriptsiiakh teksta', 'rus'), 2)
(('67260492', 'ob ostatkakh slavianskago bogosluzheniia u chekhov', 'rus'), 2)
(('67260492', 'lieder', 'ger'), 1)
(('67260492', 'hankovy pisne', 'pol'), 1)
(('67260492', 'krakoviaky', 'pol'), 1)
(('67260492', 'ostatky slovanskeho bohosluzeni v cechach', 'rus'), 1)
(('67260492', 'bohmens kronungsmunzen', 'ger'), 1)
(('67260492', 'mluvnice polskeho jazyka', 'pol'), 1)
(('67260492', 'ob ostatcech slovjanskago bogoslouzenija u cechov', 'rus'), 1)
(('67260492', 'starobyla skladanie', 'sla'), 1)
(('67260492', 'prwotisk cesky a prowtisk polsky', 'ger'), 1)
(('67260492', 'rukopis kralovodvorsky i zelenohorsky', 'sla'), 1)
(('67260492', 'correspondenz zwischen kaiser rudolf dem ungarischen konige matthias den erzherzoger leopold und albrecht dann den herren wenceslaw von wchynicz und adolf von althan in betreff des passauischen kreigsvolkes', 'ger'), 1)
(('67260492', 'jaroslaw witiez na tatary', 'sla'), 1)
(('67260492', 'pisma k viacheslavu gankie iz slavianskikh zemel', 'und'), 1)
(('67260492', 'geschichte bohmens in lithographisch ausgefurten blattern', 'ger'), 1)
(('67260492', 'svjatoje evangelije po ostromirovou spiskou 6564 6565 let', 'rus'), 1)
(('67260492', 'deginy ceche spr ceske w obrazich', 'sla'), 1)
(('67260492', 'sazavoemauzskoje svjatoje blagovestvovanije nyneze remeskoje na neze preze prisjagasa pri vencalhom myropomazanii cari francustii', 'rus'), 1)
(('67260492', 'prawopis cesky podle zakladu gramatyky dobrowskeho od geho zaka waclawa hanky', 'sla'), 1)
(('67260492', 'geschichte bohmens in lithographisch ausgefuhrten blattern', 'ger'), 1)
(('67260492', 'gedichte aus bohmens vorzeit', 'ger'), 1)
(('67260492', 'libusin saud', 'sla'), 1)
(('67260492', 'hankowy pjesne', 'slo'), 1)
(('67260492', 'mluwnice polskeho gazyka podle dobrowskeho waclawa hanky', 'pol'), 1)
(('67260492', 'bozhstvenna sluzhba', 'sla'), 1)
(('67260492', 'altesten denkmaler der bohmischen sprache', 'ger'), 1)
(('67260492', 'dalimils chronik von bohmen', 'ger'), 1)
(('67260492', 'gedichte aus bo hmens vorzeit', 'ger'), 1)
(('67260492', 'de reliquiis slavici cultu divini in bohemia', 'rus'), 1)
(('67323500', 'taxiblues', 'ger'), 1)
(('67323500', 'dame la pasta', 'spa'), 1)
(('67760042', 'solitaire', 'eng'), 2)
(('67760042', 'the constituents of film theory', 'eng'), 1)
(('67760042', 'solitaire a novel', 'eng'), 1)
(('67938049', 'hutsulska respublyka', 'ukr'), 1)
(('67938049', 'sid', 'und'), 1)
(('67941908', 'lecoque', 'eng'), 2)
(('68154361', 'menecennost', 'eng'), 1)
(('68160319', 'czech folk tales', 'eng'), 26)
(('68160319', 'struktura jazyku indoevropskych', 'slo'), 2)
(('68160319', 'struktura jazyku indoevropskych', 'und'), 2)
(('68160319', 'poznamky k vyvoji indoevropske struktury grammaticke', 'slo'), 2)
(('68160319', 'the key of gold', 'eng'), 1)
(('68160319', 'czech folk tales selected and translated by dr j baudis  with 8 illustrations', 'eng'), 1)
(('68160319', 'rec', 'slo'), 1)
(('68160319', 'zur wortzusammensetzung im indogermanischen', 'ger'), 1)
(('68160319', 'rec', 'und'), 1)
(('68160319', 'phonology', 'eng'), 1)
(('68160319', 'czech folk tales', 'und'), 1)
(('68160319', 'rec uvod do obecneho jazykozpytu le langage with a summary in french', 'eng'), 1)
(('68921082', 'wobydlenje luziskich serbow', 'wen'), 3)
(('68921082', 'bilder aus dem leben der bluten', 'ger'), 2)
(('68921082', 'die fischereiwirtschaft in osterreich', 'ger'), 2)
(('68921082', 'republika czechoslowacka', 'pol'), 1)
(('68921082', 'antologija jeho dzelow', 'ger'), 1)
(('68921082', 'luzicka otazka', 'wen'), 1)
(('68921082', 'stawizny basnistwa luziskich serbow', 'wen'), 1)
(('68921082', 'bilder aus der kleintierwelt des susswassers', 'ger'), 1)
(('68921082', 'herta wicazec', 'wen'), 1)
(('68921082', 'jan rokyta adolf cerny', 'hsb'), 1)
(('68921082', 'aus dem tierleben des meeres', 'ger'), 1)
(('68921082', 'narodne hlosy luziskoserbskich pesni', 'wen'), 1)
(('68921082', 'adolf cerny antologija jeho dzelow', 'wen'), 1)
